126.9587356,37.50503504
126.9587356,37.50503504
126.9615429,37.50769677
126.9612171,37.50855716
126.9635703,37.50908507
126.9689363,37.50678265
126.9615235,37.50852025
126.9594664,37.50423452
126.9609347,37.50799929
126.9593537,37.5070862
126.9651321,37.50684661
126.9648799,37.5030485
126.9611434,37.50571413
126.9599165,37.50866948
126.9615381,37.50697567
126.9621909,37.50727266
126.9616931,37.5059747
126.9647382,37.50764369
126.9700897,37.50558335
126.9626864,37.50640962
126.9651321,37.50684661
126.9651125,37.50463486
126.9593842,37.50765645
126.9595209,37.50665206
126.9615813,37.5071775
126.9621957,37.50501479
126.9665712,37.50564647
126.9603489,37.50715267
126.9621835,37.50662591
126.9637156,37.50793984
126.9640152,37.5080764
126.9594596,37.5073954
126.9630594,37.50675608
126.961107,37.50538047
126.9622619,37.50781831
126.9621835,37.50662591
126.9610258,37.50840306
126.9621909,37.50727266
126.9603489,37.50715267
126.9614246,37.5081187
126.9648799,37.5030485
126.9636893,37.50698428
126.9623177,37.5048677
126.9621835,37.50662591
126.9623177,37.5048677
126.9648799,37.5030485
126.9647498,37.50740939
126.9638222,37.50787155
126.9618525,37.50633029
126.9605,37.50816072
126.9613953,37.51051734
126.9621835,37.50662591
126.959331,37.50736642
126.9621835,37.50662591
126.9589888,37.50737296
126.9645961,37.50773535
126.9615813,37.5071775
126.9634947,37.50787799
126.961191,37.50549586
126.9691543,37.50585523
126.9632087,37.50704294
126.961107,37.50538047
126.9648928,37.50758238
126.9613953,37.51051734
126.9547131,37.50555961
126.9608384,37.50703813
126.9587414,37.50716569
126.9613953,37.51051734
126.9587356,37.50503504
126.966439,37.50684125
126.9630211,37.5070612
126.9643461,37.50788636
126.9610366,37.5051256
126.9641454,37.50796432
126.9627953,37.50808555
126.9648799,37.5030485
126.9650704,37.50716297
126.951751,37.50497579
126.9513325,37.50466062
126.9517873,37.50474503
126.9517873,37.50474503
126.9619669,37.50763219
126.9654186,37.50722647
126.957994,37.50266216
126.9651585,37.50741458
126.9624468,37.50589926
126.957994,37.50266216
126.961501,37.50634004
126.9622087,37.50546778
126.962552,37.5070039
126.9603489,37.50715267
126.9663286,37.50853305
126.9649846,37.50730788
126.9626886,37.50678928
126.960352,37.50779716
126.9621835,37.50662591
126.9613538,37.50625032
126.9625112,37.50924701
126.9638222,37.50787155
126.9647382,37.50764369
126.9615381,37.50697567
126.962066,37.50791656
126.962212,37.50904951
126.960663,37.50782111
126.962648,37.50584384
126.9627632,37.50694285
126.9645961,37.50773535
126.9648799,37.5030485
126.9681621,37.50686254
126.9621587,37.50850061
126.9644849,37.50786446
126.9599802,37.50767161
126.9648928,37.50758238
126.9599803,37.50726817
126.961501,37.50634004
126.961501,37.50634004
126.9634082,37.50752715
126.970631,37.50603087
126.9552665,37.50580327
126.9588031,37.50723808
126.9612599,37.50603582
126.9628817,37.50776596
126.9627244,37.50662954
126.9690018,37.50562804
126.9615201,37.50781267
126.9626991,37.50463292
126.968523,37.50602699
126.9665157,37.50659715
126.9663286,37.50853305
126.9637714,37.50765617
126.9638222,37.50787155
126.9624322,37.50763322
126.9618276,37.50762704
126.964275,37.50793904
126.9648799,37.5030485
126.9621835,37.50662591
126.9645961,37.50773535
126.9610768,37.50524296
126.9691543,37.50585523
126.9634214,37.50735488
126.9619856,37.50886821
126.9632555,37.50711869
126.9618135,37.50871654
126.9644216,37.50781352
126.9632754,37.50720206
126.9621909,37.50727266
126.9621835,37.50662591
126.970631,37.50603087
126.9609347,37.50799929
126.9622667,37.50536772
126.9601276,37.50714265
126.9587356,37.50503504
126.9612171,37.50855716
126.9619765,37.50856856
126.9640152,37.5080764
126.9665712,37.50564647
126.9641937,37.5080344
126.9665157,37.50659715
126.957994,37.50266216
126.9616435,37.50629445
